id,TransactID,PIN,EventID,LAID,LID,PTID,UserID,created_at,updated_at
,19,1092,6,6,,,1,,
,355,1092,3,6,,,1,,
,840,1092,4,6,,,1,,
,139,1093,5,6,,,1,,
,493,1093,6,6,,,1,,
,1536,1093,10,25,,1,1,,
,9653,1093,43,0,,20,1,,
,356,1094,3,9,,,1,,
,358,1096,3,3,,,1,,
,1243,1096,8,2,,1,1,,
,1449,1096,10,2,,1,1,,
,1607,1096,11,0,,20,1,,
,2165,1096,13,26,,20,1,,
,2508,1096,15,0,,1,1,,
,3287,1096,19,26,,20,1,,
,14418,1096,29,2,,4,1,,
,14419,1096,31,2,,4,1,,
,14438,1096,32,2,,4,1,,
,14480,1096,36,3,3,20,1,,
,16012,1096,33,3,3,20,1,,
,359,1097,3,5,,,1,,
,1332,1097,8,6,,12,1,,
,1440,1097,10,6,,12,1,,
,3208,1097,18,6,,23,1,,
,7410,1097,29,6,,3,1,,
,7416,1097,31,6,,3,1,,
,7428,1097,32,6,,3,1,,
,9684,1097,44,13,,23,1,,
,14460,1097,35,13,,23,1,,
,266,1098,4,4,,,1,,
,1700,1098,11,0,,20,1,,
,3404,1098,20,5,6,1,1,,
,267,1099,4,6,,,1,,
,87,1100,7,6,,,1,,
,217,1100,6,6,,,1,,
,268,1100,4,6,,,1,,
,88,1101,7,9,,,1,,
,218,1101,6,9,,,1,,
,698,1101,5,9,,,1,,
,810,1101,4,9,,,1,,
,1256,1101,8,9,,1,1,,
,1553,1101,10,9,,1,1,,
,2818,1101,14,9,,1,1,,
,3224,1101,18,9,,1,1,,
,11415,1101,31,9,,3,1,,
,269,1102,4,5,,,1,,
,699,1102,5,5,,,1,,
,3400,1102,20,11,6,1,1,,
,275,1103,4,7,,,1,,
,700,1103,5,7,,,1,,
,89,1104,7,11,,,1,,
,219,1104,6,11,,,1,,
,225,1104,4,11,,,1,,
,2739,1104,14,3,6,1,1,,
,3023,1104,17,3,6,1,1,,
,3159,1104,18,3,6,1,1,,
,3398,1104,20,3,6,1,1,,
,4506,1104,32,5,,20,1,,
,811,1105,4,4,,,1,,
,90,1106,7,3,,,1,,
,220,1106,6,3,,,1,,
,234,1106,4,3,,,1,,
,703,1106,5,3,,,1,,
,2745,1106,14,3,20,1,1,,
,2825,1106,16,0,,20,1,,
,3143,1106,18,3,20,1,1,,
,3452,1106,20,3,20,1,1,,
,9605,1106,40,0,20,1,1,,
,14485,1106,36,3,20,20,1,,
,16006,1106,33,3,20,20,1,,
,16010,1106,32,6,,20,1,,
,235,1107,4,4,,,1,,
,236,1108,4,7,,,1,,
,3456,1108,20,7,20,1,1,,
,91,1109,7,6,,,1,,
,221,1109,6,6,,,1,,
,237,1109,4,6,,,1,,
,706,1109,5,6,,,1,,
,1762,1109,12,25,,1,1,,
,2744,1109,14,3,20,1,1,,
,3005,1109,17,3,20,1,1,,
,3144,1109,18,3,20,1,1,,
,3451,1109,20,3,20,1,1,,
,222,1110,6,6,,,1,,
,926,1110,4,6,,,1,,
,1529,1110,10,25,,1,1,,
,92,1111,7,5,,,1,,
,223,1111,6,5,,,1,,
,927,1111,4,5,,,1,,
,2187,1111,13,27,,20,1,,
,101,1112,7,3,,,1,,
,224,1112,6,3,,,1,,
,357,1112,3,3,,,1,,
,928,1112,4,3,,,1,,
,929,1113,4,4,,,1,,
,102,1114,7,4,,,1,,
,458,1114,6,4,,,1,,
,930,1114,4,4,,,1,,
,2177,1114,13,26,,20,1,,
,2728,1114,14,3,3,1,1,,
,3011,1114,17,3,3,1,1,,
,3139,1114,18,3,3,1,1,,
,3416,1114,20,3,3,1,1,,
,103,1115,7,7,,,1,,
,459,1115,6,7,,,1,,
,931,1115,4,7,,,1,,
,932,1116,4,7,,,1,,
,460,1117,6,8,,,1,,
,933,1117,4,8,,,1,,
,10413,1117,32,28,,20,1,,
,461,1118,6,9,,,1,,
,934,1118,4,9,,,1,,
,104,1119,7,11,,,1,,
,462,1119,6,11,,,1,,
,935,1119,4,11,,,1,,
,105,1121,7,7,,,1,,
,463,1121,6,7,,,1,,
,901,1121,4,7,,,1,,
,5010,1121,34,6,7,1,1,,
,464,1122,6,6,,,1,,
,902,1122,4,6,,,1,,
,465,1123,6,9,,,1,,
,903,1123,4,9,,,1,,
,106,1124,7,3,,,1,,
,466,1124,6,3,,,1,,
,905,1124,4,3,,,1,,
,107,1125,7,4,,,1,,
,467,1125,6,4,,,1,,
,906,1125,4,4,,,1,,
,108,1126,7,7,,,1,,
,900,1126,4,7,,,1,,
,907,1127,4,5,,,1,,
,2252,1127,13,27,,20,1,,
,468,1128,6,3,,,1,,
,908,1128,4,3,,,1,,
,1753,1128,11,0,,20,1,,
,14490,1128,36,3,7,20,1,,
,109,1129,7,5,,,1,,
,469,1129,6,5,,,1,,
,909,1129,4,5,,,1,,
,2255,1129,13,27,,20,1,,
,3293,1129,19,27,,20,1,,
,285,1130,4,6,,,1,,
,777,1131,4,4,,,1,,
,110,1132,7,6,,,1,,
,238,1132,4,6,,,1,,
,470,1132,6,6,,,1,,
,1758,1132,12,25,,1,1,,
,3018,1132,17,3,4,1,1,,
,3109,1132,18,3,4,1,1,,
,3443,1132,20,3,4,1,1,,
,9616,1132,40,0,4,1,1,,
,485,1134,6,9,,,1,,
,820,1134,4,9,,,1,,
,2690,1134,14,3,17,1,1,,
,3102,1134,18,3,17,1,1,,
,112,1137,7,4,,,1,,
,486,1137,6,4,,,1,,
,951,1137,4,4,,,1,,
,3344,1137,20,11,18,1,1,,
,597,1138,6,5,,,1,,
,885,1138,4,5,,,1,,
,1767,1138,12,25,,1,1,,
,471,1139,7,3,,,1,,
,598,1139,6,3,,,1,,
,886,1139,4,3,,,1,,
,599,1140,6,7,,,1,,
,887,1140,4,7,,,1,,
,2706,1140,14,3,16,1,1,,
,3122,1140,18,3,16,1,1,,
,3432,1140,20,0,16,1,1,,
,9620,1140,40,0,16,1,1,,
,14469,1140,36,3,16,20,1,,
,472,1141,7,11,,,1,,
,600,1141,6,11,,,1,,
,888,1141,4,11,,,1,,
,473,1142,7,9,,,1,,
,601,1142,6,9,,,1,,
,889,1142,4,9,,,1,,
,602,1143,6,6,,,1,,
,890,1143,4,6,,,1,,
,474,1144,7,9,,,1,,
,603,1144,6,9,,,1,,
,860,1144,4,9,,,1,,
,5009,1144,34,6,8,1,1,,
,604,1145,6,8,,,1,,
,871,1145,4,8,,,1,,
,872,1146,4,5,,,1,,
,475,1147,7,13,,,1,,
,873,1147,4,13,,,1,,
,476,1148,7,11,,,1,,
,605,1148,6,11,,,1,,
,825,1148,4,11,,,1,,
,9632,1148,40,0,17,1,1,,
,14504,1148,36,3,17,20,1,,
,606,1150,6,11,,,1,,
,874,1150,4,11,,,1,,
,250,1152,4,3,,,1,,
,477,1152,7,3,,,1,,
,607,1152,6,3,,,1,,
,2731,1152,14,3,5,1,1,,
,3014,1152,17,3,5,1,1,,
,3105,1152,18,3,5,1,1,,
,3389,1152,20,3,5,1,1,,
,14475,1152,36,3,5,20,1,,
,251,1153,4,,,,1,,
,252,1154,4,9,,,1,,
,608,1154,6,9,,,1,,
,253,1155,4,6,,,1,,
,478,1155,7,6,,,1,,
,609,1155,6,6,,,1,,
,1763,1155,12,25,,1,1,,
,2735,1155,14,3,5,1,1,,
,3013,1155,17,3,5,1,1,,
,3107,1155,18,3,5,1,1,,
,3265,1155,19,27,,20,1,,
,254,1156,4,4,,,1,,
,479,1156,7,4,,,1,,
,610,1156,6,4,,,1,,
,2732,1156,14,3,5,1,1,,
,3012,1156,17,3,5,1,1,,
,3106,1156,18,3,5,1,1,,
,255,1157,4,7,,,1,,
,480,1157,7,7,,,1,,
,611,1157,6,7,,,1,,
,2734,1157,14,3,5,1,1,,
,3015,1157,17,3,5,1,1,,
,3104,1157,18,3,5,1,1,,
,256,1158,4,8,,,1,,
,481,1158,7,8,,,1,,
,612,1158,6,8,,,1,,
,482,1161,7,3,,,1,,
,613,1161,6,3,,,1,,
,756,1161,4,3,,,1,,
,1709,1161,11,0,,20,1,,
,2679,1161,14,3,9,1,1,,
,3020,1161,18,3,9,1,1,,
,3157,1161,18,3,9,1,1,,
,3362,1161,20,3,9,1,1,,
,9625,1161,40,0,9,1,1,,
,14476,1161,36,3,9,20,1,,
,614,1162,6,10,,,1,,
,772,1162,4,10,,,1,,
,483,1163,7,9,,,1,,
,615,1163,6,9,,,1,,
,773,1163,4,9,,,1,,
,3242,1163,18,9,,1,1,,
,10403,1163,29,28,,20,1,,
,845,1164,4,4,,,1,,
,2693,1164,14,3,17,1,1,,
,3150,1164,18,3,8,1,1,,
,484,1165,7,6,,,1,,
,849,1165,4,6,,,1,,
,2695,1165,14,3,8,1,1,,
,3213,1165,18,3,8,1,1,,
,496,1191,7,7,,,1,,
,799,1191,4,7,,,1,,
,3317,1191,20,0,14,1,1,,
,616,1192,6,4,,,1,,
,792,1192,4,4,,,1,,
,14408,1192,29,2,,20,1,,
,796,1193,4,5,,,1,,
,287,1194,4,13,,,1,,
,497,1194,7,13,,,1,,
,617,1194,6,13,,,1,,
,1669,1194,11,0,,20,1,,
,2668,1194,14,3,14,1,1,,
,9621,1194,40,0,14,1,1,,
,9663,1194,44,1,,1,1,,
,14454,1194,35,21,,1,1,,
,14486,1194,36,3,14,20,1,,
,618,1195,6,7,,,1,,
,910,1195,4,7,,,1,,
,2712,1195,14,3,7,1,1,,
,3054,1195,17,3,7,1,1,,
,3126,1195,18,3,7,1,1,,
,904,1196,4,4,,,1,,
,7,1197,7,4,,,1,,
,23,1197,6,4,,,1,,
,760,1197,4,4,,,1,,
,1377,1197,8,2,,1,1,,
,1463,1197,10,2,,1,1,,
,1778,1197,12,25,,1,1,,
,2683,1197,14,3,12,1,1,,
,3003,1197,17,3,12,1,1,,
,3260,1197,18,3,12,1,1,,
,8,1198,7,6,,,1,,
,24,1198,6,6,,,1,,
,761,1198,4,6,,,1,,
,1779,1198,12,25,,1,1,,
,9,1199,7,3,,,1,,
,25,1199,6,3,,,1,,
,775,1199,4,3,,,1,,
,3148,1199,18,3,15,1,1,,
,26,1200,6,11,,,1,,
,776,1200,4,11,,,1,,
,27,1201,6,3,,,1,,
,818,1201,4,3,,,1,,
,2692,1201,14,3,17,1,1,,
,819,1202,4,5,,,1,,
,766,1203,4,4,,,1,,
,28,1204,6,5,,,1,,
,767,1204,4,5,,,1,,
,3156,1204,18,3,9,1,1,,
,3350,1204,20,5,9,1,1,,
,29,1205,6,8,,,1,,
,768,1205,4,8,,,1,,
,954,1206,4,5,,,1,,
,3337,1206,20,5,18,1,1,,
,955,1207,4,1,,,1,,
,10,1208,7,8,,,1,,
,30,1208,6,8,,,1,,
,948,1208,4,8,,,1,,
,2724,1208,14,3,18,1,1,,
,2770,1208,14,8,,1,1,,
,3049,1208,17,3,18,1,1,,
,3335,1208,20,8,18,1,1,,
,9615,1208,40,0,18,1,1,,
,31,1209,6,10,,,1,,
,949,1209,4,10,,,1,,
,14431,1209,32,2,,20,1,,
,950,1210,4,1,,,1,,
,11,1211,7,2,,,1,,
,298,1211,4,2,,,1,,
,32,1212,6,7,,,1,,
,939,1212,4,7,,,1,,
,802,1213,4,1,,,1,,
,12,1214,7,3,,,1,,
,33,1214,6,3,,,1,,
,870,1214,4,3,,,1,,
,2703,1214,14,3,13,1,1,,
,3044,1214,17,3,13,1,1,,
,3119,1214,18,3,13,1,1,,
,39,1215,6,13,,,1,,
,279,1215,4,13,,,1,,
,3326,1215,20,13,5,13,1,,
,40,1216,6,11,,,1,,
,940,1216,4,11,,,1,,
,13,1217,7,5,,,1,,
,41,1217,6,5,,,1,,
,264,1217,4,5,,,1,,
,1519,1217,10,5,,1,1,,
,1759,1217,12,25,,1,1,,
,3022,1217,17,3,6,1,1,,
,3160,1217,18,3,6,1,1,,
,3397,1217,20,3,6,1,1,,
,14,1218,7,9,,,1,,
,62,1218,6,9,,,1,,
,265,1218,4,9,,,1,,
,3396,1218,20,9,6,1,1,,
,15,1219,7,7,,,1,,
,63,1219,6,7,,,1,,
,804,1219,4,7,,,1,,
,16,1220,7,6,,,1,,
,64,1220,6,6,,,1,,
,805,1220,4,6,,,1,,
,1774,1220,12,25,,1,1,,
,65,1221,6,6,,,1,,
,696,1221,5,6,,,1,,
,806,1221,4,6,,,1,,
,1773,1221,12,25,,1,1,,
,2687,1221,14,3,10,1,1,,
,3205,1221,18,3,10,1,1,,
,17,1222,7,3,,,1,,
,66,1222,6,3,,,1,,
,807,1222,4,3,,,1,,
,2684,1222,14,3,10,1,1,,
,18,1223,7,8,,,1,,
,67,1223,6,8,,,1,,
,808,1223,4,8,,,1,,
,68,1224,6,11,,,1,,
,809,1224,4,11,,,1,,
,812,1225,4,5,,,1,,
,270,1226,4,7,,,1,,
,226,1227,4,10,,,1,,
,501,1227,7,10,,,1,,
,619,1227,6,10,,,1,,
,2743,1227,14,3,20,1,1,,
,3145,1227,18,3,20,1,1,,
,3450,1227,20,5,20,1,1,,
,227,1228,4,6,,,1,,
,3449,1228,20,6,20,1,1,,
,228,1229,4,7,,,1,,
,502,1229,7,7,,,1,,
,620,1229,6,7,,,1,,
,3462,1229,20,7,20,1,1,,
,229,1230,4,9,,,1,,
,621,1230,6,9,,,1,,
,3461,1230,20,0,20,1,1,,
,230,1231,4,4,,,1,,
,503,1231,7,4,,,1,,
,622,1231,6,4,,,1,,
,2742,1231,14,3,20,1,1,,
,3006,1231,17,3,20,1,1,,
,3141,1231,18,3,20,1,1,,
,3460,1231,20,3,20,1,1,,
,9604,1231,40,0,20,1,1,,
,14472,1231,36,3,20,20,1,,
,231,1232,4,8,,,1,,
,623,1232,6,8,,,1,,
,3459,1232,20,0,20,1,1,,
,504,1233,7,6,,,1,,
,624,1233,6,6,,,1,,
,936,1233,4,6,,,1,,
,937,1234,4,5,,,1,,
,2160,1234,13,27,,20,1,,
,3277,1234,19,27,,20,1,,
,505,1235,7,4,,,1,,
,625,1235,6,4,,,1,,
,867,1235,4,4,,,1,,
,288,1236,4,4,,,1,,
,626,1236,6,4,,,1,,
,1345,1236,8,4,,1,1,,
,1468,1236,10,4,,1,1,,
,1672,1236,11,0,,20,1,,
,322,1237,4,11,,,1,,
,627,1237,6,11,,,1,,
,3116,1237,18,3,14,1,1,,
,3313,1237,20,0,14,1,1,,
,506,1238,7,6,,,1,,
,628,1238,6,6,,,1,,
,780,1238,4,6,,,1,,
,1667,1238,11,0,,20,1,,
,3323,1238,20,6,14,1,1,,
,5003,1238,34,6,8,1,1,,
,7403,1238,29,6,,20,1,,
,629,1239,6,8,,,1,,
,793,1239,4,8,,,1,,
,10406,1239,29,28,,20,1,,
,630,1240,6,8,,,1,,
,800,1240,4,8,,,1,,
,3331,1240,20,8,14,1,1,,
,801,1241,4,4,,,1,,
,3312,1241,20,0,14,1,1,,
,283,1242,4,10,,,1,,
,507,1242,7,10,,,1,,
,631,1242,6,10,,,1,,
,632,1243,6,8,,,1,,
,781,1243,4,8,,,1,,
,10405,1243,29,28,,20,1,,
,633,1244,6,6,,,1,,
,701,1244,5,6,,,1,,
,782,1244,4,6,,,1,,
,2675,1244,14,3,15,1,1,,
,3008,1244,17,3,15,1,1,,
,508,1245,7,7,,,1,,
,851,1245,4,7,,,1,,
,509,1246,7,4,,,1,,
,634,1246,6,4,,,1,,
,826,1246,4,4,,,1,,
,827,1247,4,5,,,1,,
,635,1248,6,9,,,1,,
,757,1248,4,9,,,1,,
,1054,1248,1,9,,,1,,
,169,1249,4,6,,,1,,
,510,1249,7,6,,,1,,
,7402,1249,29,6,,20,1,,
,511,1250,7,,,,1,,
,636,1250,6,,,,1,,
,891,1250,4,,,,1,,
,637,1251,6,3,,,1,,
,892,1251,4,3,,,1,,
,3427,1251,20,7,16,1,1,,
,512,1252,7,4,,,1,,
,638,1252,6,4,,,1,,
,893,1252,4,4,,,1,,
,3430,1252,20,0,16,1,1,,
,513,1253,7,4,,,1,,
,639,1253,6,4,,,1,,
,894,1253,4,4,,,1,,
,640,1254,6,6,,,1,,
,895,1254,4,6,,,1,,
,641,1255,6,10,,,1,,
,861,1255,4,10,,,1,,
,1323,1255,8,10,,1,1,,
,1575,1255,10,10,,1,1,,
,3181,1255,18,10,,1,1,,
,514,1256,7,3,,,1,,
,642,1256,6,3,,,1,,
,943,1256,4,3,,,1,,
,2110,1256,13,26,,20,1,,
,2723,1256,14,3,18,1,1,,
,3004,1256,17,3,18,1,1,,
,3332,1256,20,3,18,1,1,,
,9601,1256,40,0,18,1,1,,
,14434,1256,32,2,,20,1,,
,14477,1256,36,3,18,20,1,,
,14515,1256,39,0,,1,1,,
,16005,1256,33,3,18,20,1,,
,643,1257,6,9,,,1,,
,847,1257,4,9,,,1,,
,644,1258,6,3,,,1,,
,875,1258,4,3,,,1,,
,2704,1258,14,3,13,1,1,,
,3118,1258,18,3,13,1,1,,
,9607,1258,40,0,13,1,1,,
,709,1261,5,6,,,1,,
,877,1261,4,6,,,1,,
,515,1262,7,9,,,1,,
,645,1262,6,9,,,1,,
,878,1262,4,9,,,1,,
,516,1263,7,7,,,1,,
,646,1263,6,7,,,1,,
,879,1263,4,7,,,1,,
,648,1265,6,10,,,1,,
,759,1265,4,10,,,1,,
,3360,1265,20,6,9,1,1,,
,517,1266,7,7,,,1,,
,649,1266,6,7,,,1,,
,751,1266,4,7,,,1,,
,3299,1266,20,7,12,1,1,,
,650,1267,6,5,,,1,,
,752,1267,4,5,,,1,,
,3310,1267,20,5,12,1,1,,
,783,1268,4,,,,1,,
,518,1269,7,7,,,1,,
,784,1269,4,7,,,1,,
,2674,1269,14,3,15,1,1,,
,3007,1269,17,3,15,1,1,,
,3147,1269,18,3,15,1,1,,
,9631,1269,40,0,15,1,1,,
,519,1270,7,4,,,1,,
,854,1270,4,4,,,1,,
,239,1271,4,3,,,1,,
,14433,1271,32,2,,20,1,,
,520,1272,7,3,,,1,,
,651,1272,6,3,,,1,,
,828,1272,4,3,,,1,,
,652,1273,6,11,,,1,,
,749,1273,4,11,,,1,,
,3301,1273,20,6,12,1,1,,
,521,1274,7,6,,,1,,
,653,1274,6,6,,,1,,
,829,1274,4,6,,,1,,
,2689,1274,14,3,17,1,1,,
,763,1276,4,5,,,1,,
,2824,1276,16,0,,20,1,,
,3311,1276,20,0,12,1,1,,
,522,1277,7,6,,,1,,
,764,1277,4,6,,,1,,
,952,1278,4,4,,,1,,
,1761,1278,12,25,,1,1,,
,654,1279,6,11,,,1,,
,953,1279,4,11,,,1,,
,523,1280,7,6,,,1,,
,655,1280,6,6,,,1,,
,704,1280,5,6,,,1,,
,944,1280,4,6,,,1,,
,538,1281,7,7,,,1,,
,656,1281,6,7,,,1,,
,945,1281,4,7,,,1,,
,3341,1281,20,7,18,1,1,,
,657,1282,6,3,,,1,,
,868,1282,4,3,,,1,,
,2698,1282,14,3,11,1,1,,
,3113,1282,18,3,11,1,1,,
,9634,1282,40,0,11,1,1,,
,9689,1282,44,3,,14,1,,
,14505,1282,36,3,11,20,1,,
,16002,1282,33,3,11,20,1,,
,658,1283,6,4,,,1,,
,862,1283,4,4,,,1,,
,10410,1283,29,28,,20,1,,
,659,1284,6,6,,,1,,
,863,1284,4,6,,,1,,
,2131,1284,13,27,,20,1,,
,296,1285,4,7,,,1,,
,539,1285,7,7,,,1,,
,660,1285,6,7,,,1,,
,1697,1285,11,0,,20,1,,
,2720,1285,14,3,19,1,1,,
,3062,1285,17,3,19,1,1,,
,3257,1285,18,3,19,1,1,,
,245,1286,4,9,,,1,,
,661,1286,6,9,,,1,,
,2738,1286,14,3,4,1,1,,
,540,1287,7,4,,,1,,
,880,1287,4,4,,,1,,
,662,1288,6,10,,,1,,
,881,1288,4,10,,,1,,
,541,1289,7,5,,,1,,
,663,1289,6,5,,,1,,
,919,1289,4,5,,,1,,
,2715,1289,14,3,1,1,1,,
,2884,1289,16,0,,20,1,,
,3217,1289,18,3,1,1,1,,
,9627,1289,40,0,1,1,1,,
,14470,1289,36,3,1,20,1,,
,542,1290,7,3,,,1,,
,833,1290,4,3,,,1,,
,2694,1290,14,3,8,1,1,,
,3215,1290,18,3,8,1,1,,
,3329,1290,20,3,8,1,1,,
,14511,1290,39,0,,1,1,,
,543,1291,7,6,,,1,,
,882,1291,4,6,,,1,,
,1535,1291,10,25,,1,1,,
,1768,1291,12,25,,1,1,,
,830,1292,4,3,,,1,,
,3042,1292,17,3,17,1,1,,
,3101,1292,18,3,17,1,1,,
,3379,1292,20,3,17,1,1,,
,243,1293,4,,,,1,,
,664,1296,6,9,,,1,,
,941,1296,4,9,,,1,,
,971,1296,1,9,,,1,,
,1138,1296,2,9,,,1,,
,271,1297,4,4,,,1,,
,544,1297,7,4,,,1,,
,665,1297,6,4,,,1,,
,272,1298,4,3,,,1,,
,545,1298,7,3,,,1,,
,666,1298,6,3,,,1,,
,1764,1298,12,25,,1,1,,
,2741,1298,14,3,6,1,1,,
,2948,1298,16,0,,20,1,,
,3161,1298,18,3,6,1,1,,
,14508,1298,36,3,6,20,1,,
,16008,1298,33,3,6,20,1,,
,813,1299,4,7,,,1,,
,328,1300,1,3,,,1,,
,546,1300,7,3,,,1,,
,667,1300,6,3,,,1,,
,803,1300,4,3,,,1,,
,273,1301,4,3,,,1,,
,2740,1301,14,3,6,1,1,,
,3024,1301,17,3,6,1,1,,
,668,1302,6,3,,,1,,
,814,1302,4,3,,,1,,
,2685,1302,14,3,10,1,1,,
,3027,1302,17,3,10,1,1,,
,547,1303,7,5,,,1,,
,669,1303,6,5,,,1,,
,815,1303,4,5,,,1,,
,3202,1303,18,3,10,1,1,,
,274,1305,4,8,,,1,,
,548,1305,7,8,,,1,,
,670,1305,6,8,,,1,,
,549,1306,7,4,,,1,,
,671,1306,6,4,,,1,,
,816,1306,4,4,,,1,,
,295,1307,4,,,,1,,
,550,1307,7,,,,1,,
,672,1307,6,,,,1,,
,1523,1307,10,25,,7,1,,
,1635,1307,11,0,,20,1,,
,2717,1307,14,3,1,1,1,,
,3218,1307,18,3,1,1,1,,
,14471,1307,36,3,1,20,1,,
,16014,1307,33,3,1,20,1,,
,551,1308,7,6,,,1,,
,917,1308,4,6,,,1,,
,673,1309,6,3,,,1,,
,920,1309,4,3,,,1,,
,564,1310,7,11,,,1,,
,674,1310,6,11,,,1,,
,921,1310,4,11,,,1,,
,922,1311,4,5,,,1,,
,565,1312,7,5,,,1,,
,675,1312,6,5,,,1,,
,923,1312,4,5,,,1,,
,924,1313,4,10,,,1,,
,844,1314,4,5,,,1,,
,246,1315,4,7,,,1,,
,566,1315,7,7,,,1,,
,676,1315,6,7,,,1,,
,3439,1315,20,7,4,1,1,,
,247,1316,4,5,,,1,,
,567,1316,7,5,,,1,,
,677,1316,6,5,,,1,,
,3440,1316,20,5,4,1,1,,
,248,1317,4,6,,,1,,
,249,1318,4,3,,,1,,
,568,1318,7,3,,,1,,
,678,1318,6,3,,,1,,
,1656,1318,11,0,,20,1,,
,2736,1318,14,3,4,1,1,,
,3017,1318,17,3,4,1,1,,
,3108,1318,18,3,4,1,1,,
,3447,1318,20,3,4,1,1,,
,9617,1318,40,0,4,1,1,,
,14473,1318,36,3,4,20,1,,
,16007,1318,33,3,4,20,1,,
,262,1319,4,11,,,1,,
,263,1320,4,4,,,1,,
,289,1321,4,,,,1,,
,569,1321,7,,,,1,,
,958,1321,1,,,,1,,
,14500,1321,36,3,8,20,1,,
,14501,1321,31,1,,4,1,,
,679,1322,6,7,,,1,,
,869,1322,4,7,,,1,,
,680,1323,6,4,,,1,,
,785,1323,4,4,,,1,,
,570,1324,7,9,,,1,,
,681,1324,6,9,,,1,,
,794,1324,4,9,,,1,,
,571,1325,7,5,,,1,,
,682,1325,6,5,,,1,,
,797,1325,4,5,,,1,,
,3322,1325,20,5,14,1,1,,
,323,1326,4,3,,,1,,
,3316,1326,20,0,14,1,1,,
,683,1327,6,7,,,1,,
,798,1327,4,7,,,1,,
,3319,1327,20,5,14,1,1,,
,572,1328,7,10,,,1,,
,684,1328,6,10,,,1,,
,786,1328,4,10,,,1,,
,685,1329,6,5,,,1,,
,787,1329,4,5,,,1,,
,788,1330,4,9,,,1,,
,280,1331,4,10,,,1,,
,573,1331,7,10,,,1,,
,686,1331,6,10,,,1,,
,9623,1331,40,10,,1,1,,
,574,1332,7,3,,,1,,
,687,1332,6,3,,,1,,
,789,1332,4,3,,,1,,
,2673,1332,14,3,15,1,1,,
,575,1333,7,3,,,1,,
,688,1333,6,3,,,1,,
,790,1333,4,3,,,1,,
,2672,1333,14,3,15,1,1,,
,9630,1333,40,0,15,1,1,,
,14403,1333,29,2,,20,1,,
,14483,1333,36,3,15,20,1,,
,240,1334,4,5,,,1,,
,1657,1334,11,0,,20,1,,
,689,1335,6,6,,,1,,
,774,1335,4,6,,,1,,
,3478,1335,37,1,,20,1,,
,9639,1335,41,0,,20,1,,
,576,1336,7,5,,,1,,
,754,1336,4,5,,,1,,
,2676,1336,14,3,9,1,1,,
,3019,1336,17,3,9,1,1,,
,690,1337,6,9,,,1,,
,957,1337,4,9,,,1,,
,2941,1337,16,0,,20,1,,
,691,1338,6,10,,,1,,
,896,1338,4,10,,,1,,
,113,1339,6,7,,,1,,
,897,1339,4,7,,,1,,
,114,1340,6,5,,,1,,
,898,1340,4,5,,,1,,
,115,1341,6,8,,,1,,
,899,1341,4,8,,,1,,
,946,1342,4,6,,,1,,
,116,1343,6,5,,,1,,
,589,1343,7,5,,,1,,
,947,1343,4,5,,,1,,
,2113,1343,13,27,,20,1,,
,3291,1343,19,27,,20,1,,
,3336,1343,20,5,18,1,1,,
,117,1344,6,4,,,1,,
,883,1344,4,4,,,1,,
,118,1345,6,3,,,1,,
,590,1345,7,3,,,1,,
,831,1345,4,3,,,1,,
,884,1346,4,7,,,1,,
,297,1347,4,,,,1,,
,258,1348,4,6,,,1,,
,119,1349,6,11,,,1,,
,259,1349,4,11,,,1,,
,591,1349,7,11,,,1,,
,120,1350,6,10,,,1,,
,260,1350,4,10,,,1,,
,257,1351,4,3,,,1,,
,14474,1351,36,3,5,20,1,,
,241,1353,4,9,,,1,,
,232,1354,4,4,,,1,,
,242,1354,4,4,,,1,,
,233,1355,4,7,,,1,,
,244,1355,4,7,,,1,,
,121,1356,6,10,,,1,,
,261,1356,4,10,,,1,,
,3395,1356,20,10,5,1,1,,
,122,1357,6,3,,,1,,
,765,1357,4,3,,,1,,
,3259,1357,18,3,12,1,1,,
,3297,1357,20,3,12,1,1,,
,123,1358,6,3,,,1,,
,592,1358,7,3,,,1,,
,753,1358,4,3,,,1,,
,2681,1358,14,3,12,1,1,,
,3002,1358,17,3,12,1,1,,
,3258,1358,18,3,12,1,1,,
,3296,1358,20,0,12,1,1,,
,9629,1358,40,0,12,1,1,,
,14481,1358,36,3,12,20,1,,
,124,1359,6,10,,,1,,
,938,1359,4,10,,,1,,
,125,1360,6,7,,,1,,
,593,1360,7,7,,,1,,
,925,1360,4,7,,,1,,
,9613,1360,40,0,6,1,1,,
,14482,1360,36,3,6,20,1,,
,942,1361,4,10,,,1,,
,290,1362,4,,,,1,,
,126,1365,6,5,,,1,,
,856,1365,4,5,,,1,,
,1916,1365,13,27,,20,1,,
,9660,1365,44,5,,1,1,,
,14448,1365,35,7,,1,1,,
,127,1366,6,5,,,1,,
,594,1366,7,5,,,1,,
,865,1366,4,5,,,1,,
,2232,1366,13,27,,20,1,,
,128,1367,6,11,,,1,,
,866,1367,4,11,,,1,,
,129,1368,6,8,,,1,,
,864,1368,4,8,,,1,,
,130,1369,6,4,,,1,,
,717,1369,5,4,,,1,,
,913,1369,4,4,,,1,,
,918,1370,4,7,,,1,,
,563,1371,6,9,,,1,,
,911,1371,4,9,,,1,,
,447,1372,7,6,,,1,,
,577,1372,6,6,,,1,,
,707,1372,5,6,,,1,,
